,Accession,Disease_id,Disease_name
29809,HMDB0000271,29810,Lewy body disease
29810,HMDB0000271,29811,Eosinophilic esophagitis
29811,HMDB0000271,29812,Prostate cancer
29812,HMDB0000271,29813,Dimethylglycine Dehydrogenase Deficiency
29813,HMDB0000271,29814,Sarcosinemia
29814,HMDB0000271,29815,Colorectal cancer
29815,HMDB0000271,29816,Stomach cancer
29816,HMDB0000271,29817,Alzheimer's disease
29817,HMDB0000271,29818,Frontotemporal dementia
29818,HMDB0000271,29819,Lewy body disease
29819,HMDB0000271,29820,Eosinophilic esophagitis
29820,HMDB0000271,29821,Prostate cancer
29821,HMDB0000271,29822,Dimethylglycine Dehydrogenase Deficiency
29822,HMDB0000271,29823,Sarcosinemia
29823,HMDB0000271,29824,Colorectal cancer
29824,HMDB0000271,29825,Stomach cancer
29825,HMDB0000271,29826,Alzheimer's disease
29826,HMDB0000271,29827,Frontotemporal dementia
29827,HMDB0000271,29828,Lewy body disease
29828,HMDB0000271,29829,Eosinophilic esophagitis
29829,HMDB0000271,29830,Prostate cancer
29830,HMDB0000271,29831,Dimethylglycine Dehydrogenase Deficiency
29831,HMDB0000272,29832,Eosinophilic esophagitis
29832,HMDB0000273,29833,Canavan disease
29833,HMDB0000273,29834,Degenerative disc disease
29834,HMDB0000273,29835,Colorectal cancer
29835,HMDB0000273,29836,Attachment loss
29836,HMDB0000273,29837,Missing teeth
29837,HMDB0000273,29838,Periodontal Probing Depth
29838,HMDB0000273,29839,Eosinophilic esophagitis
29839,HMDB0000273,29840,Thymidine phosphorylase deficiency
29840,HMDB0000273,29841,Canavan disease
29841,HMDB0000273,29842,Degenerative disc disease
29842,HMDB0000273,29843,Colorectal cancer
29843,HMDB0000273,29844,Attachment loss
29844,HMDB0000273,29845,Missing teeth
29845,HMDB0000273,29846,Periodontal Probing Depth
29846,HMDB0000273,29847,Eosinophilic esophagitis
29847,HMDB0000273,29848,Thymidine phosphorylase deficiency
29848,HMDB0000273,29849,Canavan disease
29849,HMDB0000273,29850,Degenerative disc disease
29850,HMDB0000273,29851,Colorectal cancer
29851,HMDB0000273,29852,Attachment loss
29852,HMDB0000273,29853,Missing teeth
29853,HMDB0000273,29854,Periodontal Probing Depth
29854,HMDB0000273,29855,Eosinophilic esophagitis
29855,HMDB0000273,29856,Thymidine phosphorylase deficiency
29856,HMDB0000277,29857,Hepatocellular carcinoma
29857,HMDB0000277,29858,Cirrhosis
29858,HMDB0000277,29859,Hepatocellular carcinoma
29859,HMDB0000277,29860,Cirrhosis
29860,HMDB0000277,29861,Hepatocellular carcinoma
29861,HMDB0000277,29862,Cirrhosis
29862,HMDB0000277,29863,Hepatocellular carcinoma
29863,HMDB0000277,29864,Cirrhosis
29864,HMDB0000279,29865,Colorectal cancer
29865,HMDB0000283,29866,Colorectal cancer
29866,HMDB0000283,29867,Ribose-5-phosphate isomerase deficiency
29867,HMDB0000283,29868,Eosinophilic esophagitis
29868,HMDB0000286,29869,Rheumatoid arthritis
29869,HMDB0000288,29870,Metastatic melanoma
29870,HMDB0000288,29871,Alzheimer's disease
29871,HMDB0000288,29872,Frontotemporal dementia
29872,HMDB0000288,29873,Lewy body disease
29873,HMDB0000289,29874,Diabetes mellitus type 2
29874,HMDB0000289,29875,Impaired glucose tolerance
29875,HMDB0000289,29876,Gout
29876,HMDB0000289,29877,Lesch-Nyhan syndrome
29877,HMDB0000289,29878,Multiple sclerosis
29878,HMDB0000289,29879,Bacterial meningitis
29879,HMDB0000289,29880,Cachexia
29880,HMDB0000289,29881,Uremia
29881,HMDB0000289,29882,Stomach cancer
29882,HMDB0000289,29883,Schizophrenia
29883,HMDB0000289,29884,"Sulfite oxidase deficiency, ISOLATED"
29884,HMDB0000289,29885,Xanthinuria type 1
29885,HMDB0000289,29886,Molybdenum cofactor deficiency
29886,HMDB0000289,29887,Primary hypomagnesemia
29887,HMDB0000289,29888,"Fructose-1,6-diphosphatase deficiency"
29888,HMDB0000289,29889,Phosphoribosylpyrophosphate Synthetase Superactivity
29889,HMDB0000289,29890,Fanconi syndrome
29890,HMDB0000289,29891,Cerebral creatine deficiency syndrome 2
29891,HMDB0000289,29892,D-Lactic Acidosis
29892,HMDB0000289,29893,"Long-chain Fatty Acids, Defect in Transport of"
29893,HMDB0000289,29894,congenital disorder of glycosylation CDG-Ia
29894,HMDB0000289,29895,Molybdenium co-factor deficiency
29895,HMDB0000289,29896,Fanconi Bickel syndrome
29896,HMDB0000289,29897,Degenerative disc disease
29897,HMDB0000289,29898,Meningitis
29898,HMDB0000289,29899,Adenylosuccinate lyase deficiency
29899,HMDB0000289,29900,3-Methyl-crotonyl-glycinuria
29900,HMDB0000289,29901,Colorectal cancer
29901,HMDB0000289,29902,Canavan disease
29902,HMDB0000289,29903,"Fructose intolerance, hereditary"
29903,HMDB0000289,29904,Nucleotide Depletion Syndrome
29904,HMDB0000289,29905,Diabetes mellitus type 2
29905,HMDB0000289,29906,Impaired glucose tolerance
29906,HMDB0000289,29907,Gout
29907,HMDB0000289,29908,Lesch-Nyhan syndrome
29908,HMDB0000289,29909,Multiple sclerosis
29909,HMDB0000289,29910,Bacterial meningitis
29910,HMDB0000289,29911,Cachexia
29911,HMDB0000289,29912,Uremia
29912,HMDB0000289,29913,Stomach cancer
29913,HMDB0000289,29914,Schizophrenia
29914,HMDB0000289,29915,"Sulfite oxidase deficiency, ISOLATED"
29915,HMDB0000289,29916,Xanthinuria type 1
29916,HMDB0000289,29917,Molybdenum cofactor deficiency
29917,HMDB0000289,29918,Primary hypomagnesemia
29918,HMDB0000289,29919,"Fructose-1,6-diphosphatase deficiency"
29919,HMDB0000289,29920,Phosphoribosylpyrophosphate Synthetase Superactivity
29920,HMDB0000289,29921,Fanconi syndrome
29921,HMDB0000289,29922,Cerebral creatine deficiency syndrome 2
29922,HMDB0000289,29923,D-Lactic Acidosis
29923,HMDB0000289,29924,"Long-chain Fatty Acids, Defect in Transport of"
29924,HMDB0000289,29925,congenital disorder of glycosylation CDG-Ia
29925,HMDB0000289,29926,Molybdenium co-factor deficiency
29926,HMDB0000289,29927,Fanconi Bickel syndrome
29927,HMDB0000289,29928,Degenerative disc disease
29928,HMDB0000289,29929,Meningitis
29929,HMDB0000289,29930,Adenylosuccinate lyase deficiency
29930,HMDB0000289,29931,3-Methyl-crotonyl-glycinuria
29931,HMDB0000289,29932,Colorectal cancer
29932,HMDB0000289,29933,Canavan disease
29933,HMDB0000289,29934,"Fructose intolerance, hereditary"
29934,HMDB0000289,29935,Nucleotide Depletion Syndrome
29935,HMDB0000289,29936,Diabetes mellitus type 2
29936,HMDB0000289,29937,Impaired glucose tolerance
29937,HMDB0000289,29938,Gout
29938,HMDB0000289,29939,Lesch-Nyhan syndrome
29939,HMDB0000289,29940,Multiple sclerosis
29940,HMDB0000289,29941,Bacterial meningitis
29941,HMDB0000289,29942,Cachexia
29942,HMDB0000289,29943,Uremia
29943,HMDB0000289,29944,Stomach cancer
29944,HMDB0000289,29945,Schizophrenia
29945,HMDB0000289,29946,"Sulfite oxidase deficiency, ISOLATED"
29946,HMDB0000289,29947,Xanthinuria type 1
29947,HMDB0000289,29948,Molybdenum cofactor deficiency
29948,HMDB0000289,29949,Primary hypomagnesemia
29949,HMDB0000289,29950,"Fructose-1,6-diphosphatase deficiency"
29950,HMDB0000289,29951,Phosphoribosylpyrophosphate Synthetase Superactivity
29951,HMDB0000289,29952,Fanconi syndrome
29952,HMDB0000289,29953,Cerebral creatine deficiency syndrome 2
29953,HMDB0000289,29954,D-Lactic Acidosis
29954,HMDB0000289,29955,"Long-chain Fatty Acids, Defect in Transport of"
29955,HMDB0000289,29956,congenital disorder of glycosylation CDG-Ia
29956,HMDB0000289,29957,Molybdenium co-factor deficiency
29957,HMDB0000289,29958,Fanconi Bickel syndrome
29958,HMDB0000289,29959,Degenerative disc disease
29959,HMDB0000289,29960,Meningitis
29960,HMDB0000289,29961,Adenylosuccinate lyase deficiency
29961,HMDB0000289,29962,3-Methyl-crotonyl-glycinuria
29962,HMDB0000289,29963,Colorectal cancer
29963,HMDB0000289,29964,Canavan disease
29964,HMDB0000289,29965,"Fructose intolerance, hereditary"
29965,HMDB0000289,29966,Nucleotide Depletion Syndrome
29966,HMDB0000289,29967,Diabetes mellitus type 2
29967,HMDB0000289,29968,Impaired glucose tolerance
29968,HMDB0000289,29969,Gout
29969,HMDB0000289,29970,Lesch-Nyhan syndrome
29970,HMDB0000289,29971,Multiple sclerosis
29971,HMDB0000289,29972,Bacterial meningitis
29972,HMDB0000289,29973,Cachexia
29973,HMDB0000289,29974,Uremia
29974,HMDB0000289,29975,Stomach cancer
29975,HMDB0000289,29976,Schizophrenia
29976,HMDB0000289,29977,"Sulfite oxidase deficiency, ISOLATED"
29977,HMDB0000289,29978,Xanthinuria type 1
29978,HMDB0000289,29979,Molybdenum cofactor deficiency
29979,HMDB0000289,29980,Primary hypomagnesemia
29980,HMDB0000289,29981,"Fructose-1,6-diphosphatase deficiency"
29981,HMDB0000289,29982,Phosphoribosylpyrophosphate Synthetase Superactivity
29982,HMDB0000289,29983,Fanconi syndrome
29983,HMDB0000289,29984,Cerebral creatine deficiency syndrome 2
29984,HMDB0000289,29985,D-Lactic Acidosis
29985,HMDB0000289,29986,"Long-chain Fatty Acids, Defect in Transport of"
29986,HMDB0000289,29987,congenital disorder of glycosylation CDG-Ia
29987,HMDB0000289,29988,Molybdenium co-factor deficiency
29988,HMDB0000289,29989,Fanconi Bickel syndrome
29989,HMDB0000289,29990,Degenerative disc disease
29990,HMDB0000289,29991,Meningitis
29991,HMDB0000289,29992,Adenylosuccinate lyase deficiency
29992,HMDB0000289,29993,3-Methyl-crotonyl-glycinuria
29993,HMDB0000289,29994,Colorectal cancer
29994,HMDB0000289,29995,Canavan disease
29995,HMDB0000289,29996,"Fructose intolerance, hereditary"
29996,HMDB0000289,29997,Nucleotide Depletion Syndrome
29997,HMDB0000289,29998,Diabetes mellitus type 2
29998,HMDB0000289,29999,Impaired glucose tolerance
29999,HMDB0000289,30000,Gout
30000,HMDB0000289,30001,Lesch-Nyhan syndrome
30001,HMDB0000289,30002,Multiple sclerosis
30002,HMDB0000289,30003,Bacterial meningitis
30003,HMDB0000289,30004,Cachexia
30004,HMDB0000289,30005,Uremia
30005,HMDB0000289,30006,Stomach cancer
30006,HMDB0000289,30007,Schizophrenia
30007,HMDB0000289,30008,"Sulfite oxidase deficiency, ISOLATED"
30008,HMDB0000289,30009,Xanthinuria type 1
30009,HMDB0000289,30010,Molybdenum cofactor deficiency
30010,HMDB0000289,30011,Primary hypomagnesemia
30011,HMDB0000289,30012,"Fructose-1,6-diphosphatase deficiency"
30012,HMDB0000289,30013,Phosphoribosylpyrophosphate Synthetase Superactivity
30013,HMDB0000289,30014,Fanconi syndrome
30014,HMDB0000289,30015,Cerebral creatine deficiency syndrome 2
30015,HMDB0000289,30016,D-Lactic Acidosis
30016,HMDB0000289,30017,"Long-chain Fatty Acids, Defect in Transport of"
30017,HMDB0000289,30018,congenital disorder of glycosylation CDG-Ia
30018,HMDB0000289,30019,Molybdenium co-factor deficiency
30019,HMDB0000289,30020,Fanconi Bickel syndrome
30020,HMDB0000289,30021,Degenerative disc disease
30021,HMDB0000289,30022,Meningitis
30022,HMDB0000289,30023,Adenylosuccinate lyase deficiency
30023,HMDB0000289,30024,3-Methyl-crotonyl-glycinuria
30024,HMDB0000289,30025,Colorectal cancer
30025,HMDB0000289,30026,Canavan disease
30026,HMDB0000289,30027,"Fructose intolerance, hereditary"
30027,HMDB0000289,30028,Nucleotide Depletion Syndrome
30028,HMDB0000289,30029,Diabetes mellitus type 2
30029,HMDB0000289,30030,Impaired glucose tolerance
30030,HMDB0000289,30031,Gout
30031,HMDB0000289,30032,Lesch-Nyhan syndrome
30032,HMDB0000289,30033,Multiple sclerosis
30033,HMDB0000289,30034,Bacterial meningitis
30034,HMDB0000289,30035,Cachexia
30035,HMDB0000289,30036,Uremia
30036,HMDB0000289,30037,Stomach cancer
30037,HMDB0000289,30038,Schizophrenia
30038,HMDB0000289,30039,"Sulfite oxidase deficiency, ISOLATED"
30039,HMDB0000289,30040,Xanthinuria type 1
30040,HMDB0000289,30041,Molybdenum cofactor deficiency
30041,HMDB0000289,30042,Primary hypomagnesemia
30042,HMDB0000289,30043,"Fructose-1,6-diphosphatase deficiency"
30043,HMDB0000289,30044,Phosphoribosylpyrophosphate Synthetase Superactivity
30044,HMDB0000289,30045,Fanconi syndrome
30045,HMDB0000289,30046,Cerebral creatine deficiency syndrome 2
30046,HMDB0000289,30047,D-Lactic Acidosis
30047,HMDB0000289,30048,"Long-chain Fatty Acids, Defect in Transport of"
30048,HMDB0000289,30049,congenital disorder of glycosylation CDG-Ia
30049,HMDB0000289,30050,Molybdenium co-factor deficiency
30050,HMDB0000289,30051,Fanconi Bickel syndrome
30051,HMDB0000289,30052,Degenerative disc disease
30052,HMDB0000289,30053,Meningitis
30053,HMDB0000289,30054,Adenylosuccinate lyase deficiency
30054,HMDB0000289,30055,3-Methyl-crotonyl-glycinuria
30055,HMDB0000289,30056,Colorectal cancer
30056,HMDB0000289,30057,Canavan disease
30057,HMDB0000289,30058,"Fructose intolerance, hereditary"
30058,HMDB0000289,30059,Nucleotide Depletion Syndrome
30059,HMDB0000289,30060,Diabetes mellitus type 2
30060,HMDB0000289,30061,Impaired glucose tolerance
30061,HMDB0000289,30062,Gout
30062,HMDB0000289,30063,Lesch-Nyhan syndrome
30063,HMDB0000289,30064,Multiple sclerosis
30064,HMDB0000289,30065,Bacterial meningitis
30065,HMDB0000289,30066,Cachexia
30066,HMDB0000289,30067,Uremia
30067,HMDB0000289,30068,Stomach cancer
30068,HMDB0000289,30069,Schizophrenia
30069,HMDB0000289,30070,"Sulfite oxidase deficiency, ISOLATED"
30070,HMDB0000289,30071,Xanthinuria type 1
30071,HMDB0000289,30072,Molybdenum cofactor deficiency
30072,HMDB0000289,30073,Primary hypomagnesemia
30073,HMDB0000289,30074,"Fructose-1,6-diphosphatase deficiency"
30074,HMDB0000289,30075,Phosphoribosylpyrophosphate Synthetase Superactivity
30075,HMDB0000289,30076,Fanconi syndrome
30076,HMDB0000289,30077,Cerebral creatine deficiency syndrome 2
30077,HMDB0000289,30078,D-Lactic Acidosis
30078,HMDB0000289,30079,"Long-chain Fatty Acids, Defect in Transport of"
30079,HMDB0000289,30080,congenital disorder of glycosylation CDG-Ia
30080,HMDB0000289,30081,Molybdenium co-factor deficiency
30081,HMDB0000289,30082,Fanconi Bickel syndrome
30082,HMDB0000289,30083,Degenerative disc disease
30083,HMDB0000289,30084,Meningitis
30084,HMDB0000289,30085,Adenylosuccinate lyase deficiency
30085,HMDB0000289,30086,3-Methyl-crotonyl-glycinuria
30086,HMDB0000289,30087,Colorectal cancer
30087,HMDB0000289,30088,Canavan disease
30088,HMDB0000289,30089,"Fructose intolerance, hereditary"
30089,HMDB0000289,30090,Nucleotide Depletion Syndrome
30090,HMDB0000289,30091,Diabetes mellitus type 2
30091,HMDB0000289,30092,Impaired glucose tolerance
30092,HMDB0000289,30093,Gout
30093,HMDB0000289,30094,Lesch-Nyhan syndrome
30094,HMDB0000289,30095,Multiple sclerosis
30095,HMDB0000289,30096,Bacterial meningitis
30096,HMDB0000289,30097,Cachexia
30097,HMDB0000289,30098,Uremia
30098,HMDB0000289,30099,Stomach cancer
30099,HMDB0000289,30100,Schizophrenia
30100,HMDB0000289,30101,"Sulfite oxidase deficiency, ISOLATED"
30101,HMDB0000289,30102,Xanthinuria type 1
30102,HMDB0000289,30103,Molybdenum cofactor deficiency
30103,HMDB0000289,30104,Primary hypomagnesemia
30104,HMDB0000289,30105,"Fructose-1,6-diphosphatase deficiency"
30105,HMDB0000289,30106,Phosphoribosylpyrophosphate Synthetase Superactivity
30106,HMDB0000289,30107,Fanconi syndrome
30107,HMDB0000289,30108,Cerebral creatine deficiency syndrome 2
30108,HMDB0000289,30109,D-Lactic Acidosis
30109,HMDB0000289,30110,"Long-chain Fatty Acids, Defect in Transport of"
30110,HMDB0000289,30111,congenital disorder of glycosylation CDG-Ia
30111,HMDB0000289,30112,Molybdenium co-factor deficiency
30112,HMDB0000289,30113,Fanconi Bickel syndrome
30113,HMDB0000289,30114,Degenerative disc disease
30114,HMDB0000289,30115,Meningitis
30115,HMDB0000289,30116,Adenylosuccinate lyase deficiency
30116,HMDB0000289,30117,3-Methyl-crotonyl-glycinuria
30117,HMDB0000289,30118,Colorectal cancer
30118,HMDB0000289,30119,Canavan disease
30119,HMDB0000289,30120,"Fructose intolerance, hereditary"
30120,HMDB0000289,30121,Nucleotide Depletion Syndrome
30121,HMDB0000289,30122,Diabetes mellitus type 2
30122,HMDB0000289,30123,Impaired glucose tolerance
30123,HMDB0000289,30124,Gout
30124,HMDB0000289,30125,Lesch-Nyhan syndrome
30125,HMDB0000289,30126,Multiple sclerosis
30126,HMDB0000289,30127,Bacterial meningitis
30127,HMDB0000289,30128,Cachexia
30128,HMDB0000289,30129,Uremia
30129,HMDB0000289,30130,Stomach cancer
30130,HMDB0000289,30131,Schizophrenia
30131,HMDB0000289,30132,"Sulfite oxidase deficiency, ISOLATED"
30132,HMDB0000289,30133,Xanthinuria type 1
30133,HMDB0000289,30134,Molybdenum cofactor deficiency
30134,HMDB0000289,30135,Primary hypomagnesemia
30135,HMDB0000289,30136,"Fructose-1,6-diphosphatase deficiency"
30136,HMDB0000289,30137,Phosphoribosylpyrophosphate Synthetase Superactivity
30137,HMDB0000289,30138,Fanconi syndrome
30138,HMDB0000289,30139,Cerebral creatine deficiency syndrome 2
30139,HMDB0000289,30140,D-Lactic Acidosis
30140,HMDB0000289,30141,"Long-chain Fatty Acids, Defect in Transport of"
30141,HMDB0000289,30142,congenital disorder of glycosylation CDG-Ia
30142,HMDB0000289,30143,Molybdenium co-factor deficiency
30143,HMDB0000289,30144,Fanconi Bickel syndrome
30144,HMDB0000289,30145,Degenerative disc disease
30145,HMDB0000289,30146,Meningitis
30146,HMDB0000289,30147,Adenylosuccinate lyase deficiency
30147,HMDB0000289,30148,3-Methyl-crotonyl-glycinuria
30148,HMDB0000289,30149,Colorectal cancer
30149,HMDB0000289,30150,Canavan disease
30150,HMDB0000289,30151,"Fructose intolerance, hereditary"
30151,HMDB0000289,30152,Nucleotide Depletion Syndrome
30152,HMDB0000289,30153,Diabetes mellitus type 2
30153,HMDB0000289,30154,Impaired glucose tolerance
30154,HMDB0000289,30155,Gout
30155,HMDB0000289,30156,Lesch-Nyhan syndrome
30156,HMDB0000289,30157,Multiple sclerosis
30157,HMDB0000289,30158,Bacterial meningitis
30158,HMDB0000289,30159,Cachexia
30159,HMDB0000289,30160,Uremia
30160,HMDB0000289,30161,Stomach cancer
30161,HMDB0000289,30162,Schizophrenia
30162,HMDB0000289,30163,"Sulfite oxidase deficiency, ISOLATED"
30163,HMDB0000289,30164,Xanthinuria type 1
30164,HMDB0000289,30165,Molybdenum cofactor deficiency
30165,HMDB0000289,30166,Primary hypomagnesemia
30166,HMDB0000289,30167,"Fructose-1,6-diphosphatase deficiency"
30167,HMDB0000289,30168,Phosphoribosylpyrophosphate Synthetase Superactivity
30168,HMDB0000289,30169,Fanconi syndrome
30169,HMDB0000289,30170,Cerebral creatine deficiency syndrome 2
30170,HMDB0000289,30171,D-Lactic Acidosis
30171,HMDB0000289,30172,"Long-chain Fatty Acids, Defect in Transport of"
30172,HMDB0000289,30173,congenital disorder of glycosylation CDG-Ia
30173,HMDB0000289,30174,Molybdenium co-factor deficiency
30174,HMDB0000289,30175,Fanconi Bickel syndrome
30175,HMDB0000289,30176,Degenerative disc disease
30176,HMDB0000289,30177,Meningitis
30177,HMDB0000289,30178,Adenylosuccinate lyase deficiency
30178,HMDB0000289,30179,3-Methyl-crotonyl-glycinuria
30179,HMDB0000289,30180,Colorectal cancer
30180,HMDB0000289,30181,Canavan disease
30181,HMDB0000289,30182,"Fructose intolerance, hereditary"
30182,HMDB0000289,30183,Nucleotide Depletion Syndrome
30183,HMDB0000289,30184,Diabetes mellitus type 2
30184,HMDB0000289,30185,Impaired glucose tolerance
30185,HMDB0000289,30186,Gout
30186,HMDB0000289,30187,Lesch-Nyhan syndrome
30187,HMDB0000289,30188,Multiple sclerosis
30188,HMDB0000289,30189,Bacterial meningitis
30189,HMDB0000289,30190,Cachexia
30190,HMDB0000289,30191,Uremia
30191,HMDB0000289,30192,Stomach cancer
30192,HMDB0000289,30193,Schizophrenia
30193,HMDB0000289,30194,"Sulfite oxidase deficiency, ISOLATED"
30194,HMDB0000289,30195,Xanthinuria type 1
30195,HMDB0000289,30196,Molybdenum cofactor deficiency
30196,HMDB0000289,30197,Primary hypomagnesemia
30197,HMDB0000289,30198,"Fructose-1,6-diphosphatase deficiency"
30198,HMDB0000289,30199,Phosphoribosylpyrophosphate Synthetase Superactivity
30199,HMDB0000289,30200,Fanconi syndrome
30200,HMDB0000289,30201,Cerebral creatine deficiency syndrome 2
30201,HMDB0000289,30202,D-Lactic Acidosis
30202,HMDB0000289,30203,"Long-chain Fatty Acids, Defect in Transport of"
30203,HMDB0000289,30204,congenital disorder of glycosylation CDG-Ia
30204,HMDB0000289,30205,Molybdenium co-factor deficiency
30205,HMDB0000289,30206,Fanconi Bickel syndrome
30206,HMDB0000289,30207,Degenerative disc disease
30207,HMDB0000289,30208,Meningitis
30208,HMDB0000289,30209,Adenylosuccinate lyase deficiency
30209,HMDB0000289,30210,3-Methyl-crotonyl-glycinuria
30210,HMDB0000289,30211,Colorectal cancer
30211,HMDB0000289,30212,Canavan disease
30212,HMDB0000289,30213,"Fructose intolerance, hereditary"
30213,HMDB0000289,30214,Nucleotide Depletion Syndrome
30214,HMDB0000289,30215,Diabetes mellitus type 2
30215,HMDB0000289,30216,Impaired glucose tolerance
30216,HMDB0000289,30217,Gout
30217,HMDB0000289,30218,Lesch-Nyhan syndrome
30218,HMDB0000289,30219,Multiple sclerosis
30219,HMDB0000289,30220,Bacterial meningitis
30220,HMDB0000289,30221,Cachexia
30221,HMDB0000289,30222,Uremia
30222,HMDB0000289,30223,Stomach cancer
30223,HMDB0000289,30224,Schizophrenia
30224,HMDB0000289,30225,"Sulfite oxidase deficiency, ISOLATED"
30225,HMDB0000289,30226,Xanthinuria type 1
30226,HMDB0000289,30227,Molybdenum cofactor deficiency
30227,HMDB0000289,30228,Primary hypomagnesemia
30228,HMDB0000289,30229,"Fructose-1,6-diphosphatase deficiency"
30229,HMDB0000289,30230,Phosphoribosylpyrophosphate Synthetase Superactivity
30230,HMDB0000289,30231,Fanconi syndrome
30231,HMDB0000289,30232,Cerebral creatine deficiency syndrome 2
30232,HMDB0000289,30233,D-Lactic Acidosis
30233,HMDB0000289,30234,"Long-chain Fatty Acids, Defect in Transport of"
30234,HMDB0000289,30235,congenital disorder of glycosylation CDG-Ia
30235,HMDB0000289,30236,Molybdenium co-factor deficiency
30236,HMDB0000289,30237,Fanconi Bickel syndrome
30237,HMDB0000289,30238,Degenerative disc disease
30238,HMDB0000289,30239,Meningitis
30239,HMDB0000289,30240,Adenylosuccinate lyase deficiency
30240,HMDB0000289,30241,3-Methyl-crotonyl-glycinuria
30241,HMDB0000289,30242,Colorectal cancer
30242,HMDB0000289,30243,Canavan disease
30243,HMDB0000289,30244,"Fructose intolerance, hereditary"
30244,HMDB0000289,30245,Nucleotide Depletion Syndrome
30245,HMDB0000289,30246,Diabetes mellitus type 2
30246,HMDB0000289,30247,Impaired glucose tolerance
30247,HMDB0000289,30248,Gout
30248,HMDB0000289,30249,Lesch-Nyhan syndrome
30249,HMDB0000289,30250,Multiple sclerosis
30250,HMDB0000289,30251,Bacterial meningitis
30251,HMDB0000289,30252,Cachexia
30252,HMDB0000289,30253,Uremia
30253,HMDB0000289,30254,Stomach cancer
30254,HMDB0000289,30255,Schizophrenia
30255,HMDB0000289,30256,"Sulfite oxidase deficiency, ISOLATED"
30256,HMDB0000289,30257,Xanthinuria type 1
30257,HMDB0000289,30258,Molybdenum cofactor deficiency
30258,HMDB0000289,30259,Primary hypomagnesemia
30259,HMDB0000289,30260,"Fructose-1,6-diphosphatase deficiency"
30260,HMDB0000289,30261,Phosphoribosylpyrophosphate Synthetase Superactivity
30261,HMDB0000289,30262,Fanconi syndrome
30262,HMDB0000289,30263,Cerebral creatine deficiency syndrome 2
30263,HMDB0000289,30264,D-Lactic Acidosis
30264,HMDB0000289,30265,"Long-chain Fatty Acids, Defect in Transport of"
30265,HMDB0000289,30266,congenital disorder of glycosylation CDG-Ia
30266,HMDB0000289,30267,Molybdenium co-factor deficiency
30267,HMDB0000289,30268,Fanconi Bickel syndrome
30268,HMDB0000289,30269,Degenerative disc disease
30269,HMDB0000289,30270,Meningitis
30270,HMDB0000289,30271,Adenylosuccinate lyase deficiency
30271,HMDB0000289,30272,3-Methyl-crotonyl-glycinuria
30272,HMDB0000289,30273,Colorectal cancer
30273,HMDB0000289,30274,Canavan disease
30274,HMDB0000289,30275,"Fructose intolerance, hereditary"
30275,HMDB0000289,30276,Nucleotide Depletion Syndrome
30276,HMDB0000289,30277,Diabetes mellitus type 2
30277,HMDB0000289,30278,Impaired glucose tolerance
30278,HMDB0000289,30279,Gout
30279,HMDB0000289,30280,Lesch-Nyhan syndrome
30280,HMDB0000289,30281,Multiple sclerosis
30281,HMDB0000289,30282,Bacterial meningitis
30282,HMDB0000289,30283,Cachexia
30283,HMDB0000289,30284,Uremia
30284,HMDB0000289,30285,Stomach cancer
30285,HMDB0000289,30286,Schizophrenia
30286,HMDB0000289,30287,"Sulfite oxidase deficiency, ISOLATED"
30287,HMDB0000289,30288,Xanthinuria type 1
30288,HMDB0000289,30289,Molybdenum cofactor deficiency
30289,HMDB0000289,30290,Primary hypomagnesemia
30290,HMDB0000289,30291,"Fructose-1,6-diphosphatase deficiency"
30291,HMDB0000289,30292,Phosphoribosylpyrophosphate Synthetase Superactivity
30292,HMDB0000289,30293,Fanconi syndrome
30293,HMDB0000289,30294,Cerebral creatine deficiency syndrome 2
30294,HMDB0000289,30295,D-Lactic Acidosis
30295,HMDB0000289,30296,"Long-chain Fatty Acids, Defect in Transport of"
30296,HMDB0000289,30297,congenital disorder of glycosylation CDG-Ia
30297,HMDB0000289,30298,Molybdenium co-factor deficiency
30298,HMDB0000289,30299,Fanconi Bickel syndrome
30299,HMDB0000289,30300,Degenerative disc disease
30300,HMDB0000289,30301,Meningitis
30301,HMDB0000289,30302,Adenylosuccinate lyase deficiency
30302,HMDB0000289,30303,3-Methyl-crotonyl-glycinuria
30303,HMDB0000289,30304,Colorectal cancer
30304,HMDB0000289,30305,Canavan disease
30305,HMDB0000289,30306,"Fructose intolerance, hereditary"
30306,HMDB0000289,30307,Nucleotide Depletion Syndrome
30307,HMDB0000289,30308,Diabetes mellitus type 2
30308,HMDB0000289,30309,Impaired glucose tolerance
30309,HMDB0000289,30310,Gout
30310,HMDB0000289,30311,Lesch-Nyhan syndrome
30311,HMDB0000289,30312,Multiple sclerosis
30312,HMDB0000289,30313,Bacterial meningitis
30313,HMDB0000289,30314,Cachexia
30314,HMDB0000289,30315,Uremia
30315,HMDB0000289,30316,Stomach cancer
30316,HMDB0000289,30317,Schizophrenia
30317,HMDB0000289,30318,"Sulfite oxidase deficiency, ISOLATED"
30318,HMDB0000289,30319,Xanthinuria type 1
30319,HMDB0000289,30320,Molybdenum cofactor deficiency
30320,HMDB0000289,30321,Primary hypomagnesemia
30321,HMDB0000289,30322,"Fructose-1,6-diphosphatase deficiency"
30322,HMDB0000289,30323,Phosphoribosylpyrophosphate Synthetase Superactivity
30323,HMDB0000289,30324,Fanconi syndrome
30324,HMDB0000289,30325,Cerebral creatine deficiency syndrome 2
30325,HMDB0000289,30326,D-Lactic Acidosis
