,metagene_id,Name,Disease,Disease Synonym,min_age,max_age,min_range,max_range,unit,meta_id,related_hmdb
3823,3997,Ammonia,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",0.0,0.0907,45.00,97.0,µmol/l,37,HMDB0000051
3824,3998,Ammonia,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",0.0,0.0028,36.00,110.0,μmol/l,278,HMDB0000051
3825,3999,Ammonia,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",0.0,0.0907,47.00,91.0,µmol/l,277,HMDB0000051
3826,4000,Ammonia,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",0.0,0.0907,41.00,79.0,µmol/l,276,HMDB0000051
3827,4001,Ammonia,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",0.0,0.0907,28.00,56.0,µmol/l,275,HMDB0000051
3828,4002,Ammonia,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",0.0,0.0907,24.00,60.0,µmol/l,274,HMDB0000051
3829,4003,Ammonia,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",0.0,0.0907,27.00,59.0,µmol/l,273,HMDB0000051
3830,4004,Ammonia,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",0.0,0.0907,27.00,57.0,µmol/l,279,HMDB0000051
3831,4005,Citric acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",1.0,13.0,30.00,400.0,µmol/l,385,HMDB0000094
3832,4006,Fumaric acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",18.0,64.0,0.00,4.0,µmol/l,359,HMDB0000134
3833,4007,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",0.0,2.0,0.70,3.3,mmol/l,330,HMDB0001311
3834,4008,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",1.0,13.0,0.90,1.8,mmol/l,469,HMDB0001311
3835,4009,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",1.0,13.0,0.80,1.5,mmol/l,208,HMDB0001311
3836,4010,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",18.0,64.0,0.70,1.9,mmol/l,211,HMDB0001311
3837,4011,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",0.0,2.0,1.00,2.3,mmol/l,214,HMDB0001311
3838,4012,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",0.0,2.0,0.90,2.0,mmol/l,206,HMDB0001311
3839,4013,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",1.0,13.0,0.50,1.6,mmol/l,209,HMDB0001311
3840,4014,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",18.0,64.0,0.60,0.9,mmol/l,212,HMDB0001311
3841,4015,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",0.0,2.0,0.80,1.5,mmol/l,202,HMDB0001311
3842,4016,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",1.0,13.0,0.70,1.9,mmol/l,210,HMDB0001311
3843,4017,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",18.0,64.0,0.40,1.0,mmol/l,213,HMDB0001311
3844,4018,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",7.0,15.0,0.40,0.9,mmol/l,1137,HMDB0001311
3845,4019,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",1.0,7.0,0.70,1.6,mmol/l,1136,HMDB0001311
3846,4020,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",1.0,13.0,0.90,1.8,mmol/l,203,HMDB0001311
3847,4021,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",18.0,64.0,1.00,1.5,mmol/l,204,HMDB0001311
3848,4022,L-Lactic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",0.0,2.0,2.00,3.0,mmol/l,207,HMDB0001311
3849,4028,Succinic acid,FUMARASE DEFICIENCY,"FUMARATE HYDRATASE; - CYTOSOLIC; -MITOCHONDRIAL; ACIDURIA, FUMARIC",1.0,13.0,0.00,32.0,µmol/l,356,HMDB0000254
3852,4031,Citrulline,GABA TRANSAMINASE DEFICIENCY,GAMMA-AMINOBUTYRATE TRANSAMINASE; GAMMA-AMINO BUTYRIC ACID (GABA) TRANSAMINASE DEFICIENCY,1.0,13.0,8.00,47.0,μmol/l,1940,HMDB0000904
3853,4032,beta-Alanine,GABA TRANSAMINASE DEFICIENCY,GAMMA-AMINOBUTYRATE TRANSAMINASE; GAMMA-AMINO BUTYRIC ACID (GABA) TRANSAMINASE DEFICIENCY,0.0,0.0028,0.00,12.0,μmol/l,157,HMDB0000056
3854,4033,Citrulline,GABA TRANSAMINASE DEFICIENCY,GAMMA-AMINOBUTYRATE TRANSAMINASE; GAMMA-AMINO BUTYRIC ACID (GABA) TRANSAMINASE DEFICIENCY,0.0,0.0028,7.00,50.0,μmol/l,16,HMDB0000904
3855,4034,Citrulline,GABA TRANSAMINASE DEFICIENCY,GAMMA-AMINOBUTYRATE TRANSAMINASE; GAMMA-AMINO BUTYRIC ACID (GABA) TRANSAMINASE DEFICIENCY,18.0,64.0,15.00,55.0,μmol/l,1189,HMDB0000904
3856,4035,Citrulline,GABA TRANSAMINASE DEFICIENCY,GAMMA-AMINOBUTYRATE TRANSAMINASE; GAMMA-AMINO BUTYRIC ACID (GABA) TRANSAMINASE DEFICIENCY,0.0,2.0,7.00,35.0,μmol/l,1292,HMDB0000904
3857,4036,Citrulline,GABA TRANSAMINASE DEFICIENCY,GAMMA-AMINOBUTYRATE TRANSAMINASE; GAMMA-AMINO BUTYRIC ACID (GABA) TRANSAMINASE DEFICIENCY,13.0,18.0,19.00,52.0,μmol/ml,1293,HMDB0000904
3858,4037,4-Aminobutyric acid,GABA TRANSAMINASE DEFICIENCY,GAMMA-AMINOBUTYRATE TRANSAMINASE; GAMMA-AMINO BUTYRIC ACID (GABA) TRANSAMINASE DEFICIENCY,0.0,0.02,0.00,2.0,µmol/l,162,HMDB0000112
3859,4041,D-Galactose,GALACTOSEMIA (GALT-D),GALT,0.0,0.02,0.00,200.0,nmol/ml,815,HMDB0003449
3860,4042,D-Galactose,GALACTOSEMIA (GALT-D),GALT,0.0,0.02,0.00,350.0,nmol/ml,845,HMDB0003449
3861,4043,D-Galactose,GALACTOSEMIA (GALT-D),GALT,18.0,64.0,0.00,250.0,µmol/l,848,HMDB0003449
3862,4044,D-Galactose,GALACTOSEMIA (GALT-D),GALT,18.0,64.0,0.00,120.0,µmol/l,849,HMDB0003449
3863,4045,D-Glucose,GALACTOSEMIA (GALT-D),GALT,13.0,18.0,2.60,5.5,mmol/l,47,HMDB0003345
3864,4046,D-Glucose,GALACTOSEMIA (GALT-D),GALT,18.0,64.0,2.60,5.5,mmol/l,281,HMDB0003345
3865,4047,D-Glucose,GALACTOSEMIA (GALT-D),GALT,1.0,13.0,3.30,5.5,mmol/l,282,HMDB0003345
3866,4048,D-Glucose,GALACTOSEMIA (GALT-D),GALT,0.0,0.0907,1.10,3.3,mmol/l,280,HMDB0003345
3867,4049,D-Glucose,GALACTOSEMIA (GALT-D),GALT,0.0,0.0028,2.20,3.3,mmol/l,283,HMDB0003345
3868,4050,D-Glucose,GALACTOSEMIA (GALT-D),GALT,0.0,0.0028,2.80,5.0,mmol/l,46,HMDB0003345
3869,4051,D-Glucose,GALACTOSEMIA (GALT-D),GALT,,,2.70,4.5,mmol/l,1134,HMDB0003345
3870,4052,D-Glucose,GALACTOSEMIA (GALT-D),GALT,,,3.00,4.3,mmol/l,1135,HMDB0003345
3871,4053,D-Glucose,GALACTOSEMIA (GALT-D),GALT,1.0,13.0,2.60,5.5,mmol/l,490,HMDB0003345
3872,4054,D-Glucose,GALACTOSEMIA (GALT-D),GALT,0.0,0.0028,2.60,5.5,mmol/l,333,HMDB0003345
3873,4055,D-Glucose,GALACTOSEMIA (GALT-D),GALT,0.0,2.0,2.60,5.5,mmol/l,334,HMDB0003345
3877,4060,D-Galactose,GALACTOSEMIA II (GALK-D),GALAKTOKINASE DEFICIENCY; GALACTOKINASE DEFICIENCY,0.0,0.02,0.00,200.0,nmol/ml,815,HMDB0003449
3878,4061,D-Galactose,GALACTOSEMIA II (GALK-D),GALAKTOKINASE DEFICIENCY; GALACTOKINASE DEFICIENCY,0.0,0.02,0.00,350.0,nmol/ml,845,HMDB0003449
3879,4062,D-Galactose,GALACTOSEMIA II (GALK-D),GALAKTOKINASE DEFICIENCY; GALACTOKINASE DEFICIENCY,18.0,64.0,0.00,250.0,µmol/l,848,HMDB0003449
3880,4063,D-Galactose,GALACTOSEMIA II (GALK-D),GALAKTOKINASE DEFICIENCY; GALACTOKINASE DEFICIENCY,18.0,64.0,0.00,120.0,µmol/l,849,HMDB0003449
3881,4064,D-Galactose,GALACTOSEMIA III (GALE-D),GALE DEFICIENCY; GALACTOSE EPIMERASE DEFICIENCY,0.0,0.02,0.00,200.0,nmol/ml,815,HMDB0003449
3882,4065,D-Galactose,GALACTOSEMIA III (GALE-D),GALE DEFICIENCY; GALACTOSE EPIMERASE DEFICIENCY,0.0,0.02,0.00,350.0,nmol/ml,845,HMDB0003449
3883,4066,D-Galactose,GALACTOSEMIA III (GALE-D),GALE DEFICIENCY; GALACTOSE EPIMERASE DEFICIENCY,18.0,64.0,0.00,250.0,µmol/l,848,HMDB0003449
3884,4067,D-Galactose,GALACTOSEMIA III (GALE-D),GALE DEFICIENCY; GALACTOSE EPIMERASE DEFICIENCY,18.0,64.0,0.00,120.0,µmol/l,849,HMDB0003449
3885,4068,D-Galactose,GALACTOSEMIA IV (GALM),,0.0,0.02,0.00,200.0,nmol/ml,815,HMDB0003449
3886,4069,D-Galactose,GALACTOSEMIA IV (GALM),,0.0,0.02,0.00,350.0,nmol/ml,845,HMDB0003449
3887,4070,D-Galactose,GALACTOSEMIA IV (GALM),,18.0,64.0,0.00,250.0,µmol/l,848,HMDB0003449
3888,4071,D-Galactose,GALACTOSEMIA IV (GALM),,18.0,64.0,0.00,120.0,µmol/l,849,HMDB0003449
3894,4078,D-Glucose,GLUCAGON DEFICIENCY,HYPOGLYKEMIA DUE TO GLUCAGON DEFICIENCY,13.0,18.0,2.60,5.5,mmol/l,47,HMDB0003345
3895,4079,D-Glucose,GLUCAGON DEFICIENCY,HYPOGLYKEMIA DUE TO GLUCAGON DEFICIENCY,18.0,64.0,2.60,5.5,mmol/l,281,HMDB0003345
3896,4080,D-Glucose,GLUCAGON DEFICIENCY,HYPOGLYKEMIA DUE TO GLUCAGON DEFICIENCY,1.0,13.0,3.30,5.5,mmol/l,282,HMDB0003345
3897,4081,D-Glucose,GLUCAGON DEFICIENCY,HYPOGLYKEMIA DUE TO GLUCAGON DEFICIENCY,0.0,0.0907,1.10,3.3,mmol/l,280,HMDB0003345
3898,4082,D-Glucose,GLUCAGON DEFICIENCY,HYPOGLYKEMIA DUE TO GLUCAGON DEFICIENCY,0.0,0.0028,2.20,3.3,mmol/l,283,HMDB0003345
3899,4083,D-Glucose,GLUCAGON DEFICIENCY,HYPOGLYKEMIA DUE TO GLUCAGON DEFICIENCY,0.0,0.0028,2.80,5.0,mmol/l,46,HMDB0003345
3900,4084,D-Glucose,GLUCAGON DEFICIENCY,HYPOGLYKEMIA DUE TO GLUCAGON DEFICIENCY,,,2.70,4.5,mmol/l,1134,HMDB0003345
3901,4085,D-Glucose,GLUCAGON DEFICIENCY,HYPOGLYKEMIA DUE TO GLUCAGON DEFICIENCY,,,3.00,4.3,mmol/l,1135,HMDB0003345
3902,4086,D-Glucose,GLUCAGON DEFICIENCY,HYPOGLYKEMIA DUE TO GLUCAGON DEFICIENCY,1.0,13.0,2.60,5.5,mmol/l,490,HMDB0003345
3903,4087,D-Glucose,GLUCAGON DEFICIENCY,HYPOGLYKEMIA DUE TO GLUCAGON DEFICIENCY,0.0,0.0028,2.60,5.5,mmol/l,333,HMDB0003345
3904,4088,D-Glucose,GLUCAGON DEFICIENCY,HYPOGLYKEMIA DUE TO GLUCAGON DEFICIENCY,0.0,2.0,2.60,5.5,mmol/l,334,HMDB0003345
3905,4089,Arginine,GLUCAGON RECEPTOR DEFECT (GCGR),,13.0,18.0,1.00,81.0,μmol/l,1928,HMDB0000517
3906,4090,Glutamine,GLUCAGON RECEPTOR DEFECT (GCGR),,13.0,18.0,457.00,857.0,μmol/l,1942,HMDB0003423
3907,4091,Glutamine,GLUCAGON RECEPTOR DEFECT (GCGR),,18.0,64.0,205.00,756.0,μmol/l,1943,HMDB0003423
3908,4092,L-Lysine,GLUCAGON RECEPTOR DEFECT (GCGR),,18.0,64.0,0.00,239.0,μmol/l,1954,HMDB0000182
3909,4093,L-Lysine,GLUCAGON RECEPTOR DEFECT (GCGR),,13.0,18.0,116.00,276.0,μmol/l,1955,HMDB0000182
3910,4094,Ornithine,GLUCAGON RECEPTOR DEFECT (GCGR),,18.0,64.0,27.00,195.0,μmol/l,1958,HMDB0003374
3911,4095,Ornithine,GLUCAGON RECEPTOR DEFECT (GCGR),,1.0,13.0,20.00,136.0,μmol/l,1959,HMDB0003374
3912,4096,Ornithine,GLUCAGON RECEPTOR DEFECT (GCGR),,13.0,18.0,47.00,195.0,μmol/l,1960,HMDB0003374
3913,4097,L-Serine,GLUCAGON RECEPTOR DEFECT (GCGR),,18.0,64.0,58.00,181.0,μmol/l,1964,HMDB0000187
3914,4098,L-Threonine,GLUCAGON RECEPTOR DEFECT (GCGR),,18.0,64.0,43.00,130.0,μmol/l,1965,HMDB0000167
3915,4099,L-Threonine,GLUCAGON RECEPTOR DEFECT (GCGR),,1.0,13.0,40.00,204.0,μmol/l,1966,HMDB0000167
3916,4100,L-Threonine,GLUCAGON RECEPTOR DEFECT (GCGR),,13.0,18.0,102.00,246.0,μmol/l,1967,HMDB0000167
3917,4101,L-Threonine,GLUCAGON RECEPTOR DEFECT (GCGR),,1.0,13.0,60.00,200.0,μmol/l,2068,HMDB0000167
3918,4102,L-Threonine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,0.0028,60.00,200.0,μmol/l,2067,HMDB0000167
3919,4103,Arginine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,0.0028,6.00,140.0,μmol/l,11,HMDB0000517
3920,4104,Arginine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,2.0,12.00,133.0,μmol/l,39,HMDB0000517
3921,4105,Arginine,GLUCAGON RECEPTOR DEFECT (GCGR),,1.0,13.0,12.00,133.0,μmol/l,720,HMDB0000517
3922,4106,Arginine,GLUCAGON RECEPTOR DEFECT (GCGR),,18.0,64.0,15.00,128.0,μmol/l,1309,HMDB0000517
3923,4107,Glutamine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,0.0028,178.00,886.0,μmol/l,14,HMDB0003423
3924,4108,Glutamine,GLUCAGON RECEPTOR DEFECT (GCGR),,1.0,13.0,333.00,809.0,μmol/l,706,HMDB0003423
3925,4109,L-Lysine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,0.0028,92.00,325.0,μmol/l,25,HMDB0000182
3926,4110,L-Lysine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,2.0,52.00,196.0,μmol/l,41,HMDB0000182
3927,4111,L-Lysine,GLUCAGON RECEPTOR DEFECT (GCGR),,1.0,13.0,66.00,270.0,μmol/l,42,HMDB0000182
3928,4112,Ornithine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,0.0028,41.00,129.0,μmol/l,10,HMDB0003374
3929,4113,Ornithine,GLUCAGON RECEPTOR DEFECT (GCGR),,1.0,13.0,36.00,96.0,μmol/l,704,HMDB0003374
3930,4114,Ornithine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,2.0,9.00,123.0,μmol/l,1307,HMDB0003374
3931,4115,Ornithine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,0.0028,10.00,214.0,μmol/l,1308,HMDB0003374
3932,4116,L-Serine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,0.0028,100.00,395.0,μmol/l,135,HMDB0000187
3933,4117,L-Serine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,0.02,34.55,281.51,µmol/l,1276,HMDB0000187
3934,4118,L-Serine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,2.0,42.00,221.0,μmol/l,1277,HMDB0000187
3935,4119,L-Threonine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,0.0028,53.00,329.0,μmol/l,133,HMDB0000167
3936,4120,L-Threonine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,0.02,6.99,51.48,µmol/l,1282,HMDB0000167
3937,4121,L-Threonine,GLUCAGON RECEPTOR DEFECT (GCGR),,0.0,2.0,24.00,182.0,μmol/l,1283,HMDB0000167
3940,4124,D-Glucose,GLUCOCORTICOID DEFICIENCY 1 (GCCD1),FAMILIAL GLUCOCORTICOID DEFICIENCY 1; FGD1; MCR2,13.0,18.0,2.60,5.5,mmol/l,47,HMDB0003345
3941,4125,D-Glucose,GLUCOCORTICOID DEFICIENCY 1 (GCCD1),FAMILIAL GLUCOCORTICOID DEFICIENCY 1; FGD1; MCR2,18.0,64.0,2.60,5.5,mmol/l,281,HMDB0003345
3942,4126,D-Glucose,GLUCOCORTICOID DEFICIENCY 1 (GCCD1),FAMILIAL GLUCOCORTICOID DEFICIENCY 1; FGD1; MCR2,1.0,13.0,3.30,5.5,mmol/l,282,HMDB0003345
3943,4127,D-Glucose,GLUCOCORTICOID DEFICIENCY 1 (GCCD1),FAMILIAL GLUCOCORTICOID DEFICIENCY 1; FGD1; MCR2,0.0,0.0907,1.10,3.3,mmol/l,280,HMDB0003345
3944,4128,D-Glucose,GLUCOCORTICOID DEFICIENCY 1 (GCCD1),FAMILIAL GLUCOCORTICOID DEFICIENCY 1; FGD1; MCR2,0.0,0.0028,2.20,3.3,mmol/l,283,HMDB0003345
3945,4129,D-Glucose,GLUCOCORTICOID DEFICIENCY 1 (GCCD1),FAMILIAL GLUCOCORTICOID DEFICIENCY 1; FGD1; MCR2,0.0,0.0028,2.80,5.0,mmol/l,46,HMDB0003345
3946,4130,D-Glucose,GLUCOCORTICOID DEFICIENCY 1 (GCCD1),FAMILIAL GLUCOCORTICOID DEFICIENCY 1; FGD1; MCR2,,,2.70,4.5,mmol/l,1134,HMDB0003345
3947,4131,D-Glucose,GLUCOCORTICOID DEFICIENCY 1 (GCCD1),FAMILIAL GLUCOCORTICOID DEFICIENCY 1; FGD1; MCR2,,,3.00,4.3,mmol/l,1135,HMDB0003345
3948,4132,D-Glucose,GLUCOCORTICOID DEFICIENCY 1 (GCCD1),FAMILIAL GLUCOCORTICOID DEFICIENCY 1; FGD1; MCR2,1.0,13.0,2.60,5.5,mmol/l,490,HMDB0003345
3949,4133,D-Glucose,GLUCOCORTICOID DEFICIENCY 1 (GCCD1),FAMILIAL GLUCOCORTICOID DEFICIENCY 1; FGD1; MCR2,0.0,0.0028,2.60,5.5,mmol/l,333,HMDB0003345
3950,4134,D-Glucose,GLUCOCORTICOID DEFICIENCY 1 (GCCD1),FAMILIAL GLUCOCORTICOID DEFICIENCY 1; FGD1; MCR2,0.0,2.0,2.60,5.5,mmol/l,334,HMDB0003345
3953,4137,D-Glucose,GLUCOCORTICOID DEFICIENCY 2 (GCCD2),FAMILIAL GLUCOCORTICOID DEFICIENCY 2; FGD2 ; MRAP,13.0,18.0,2.60,5.5,mmol/l,47,HMDB0003345
3954,4138,D-Glucose,GLUCOCORTICOID DEFICIENCY 2 (GCCD2),FAMILIAL GLUCOCORTICOID DEFICIENCY 2; FGD2 ; MRAP,18.0,64.0,2.60,5.5,mmol/l,281,HMDB0003345
3955,4139,D-Glucose,GLUCOCORTICOID DEFICIENCY 2 (GCCD2),FAMILIAL GLUCOCORTICOID DEFICIENCY 2; FGD2 ; MRAP,1.0,13.0,3.30,5.5,mmol/l,282,HMDB0003345
3956,4140,D-Glucose,GLUCOCORTICOID DEFICIENCY 2 (GCCD2),FAMILIAL GLUCOCORTICOID DEFICIENCY 2; FGD2 ; MRAP,0.0,0.0907,1.10,3.3,mmol/l,280,HMDB0003345
3957,4141,D-Glucose,GLUCOCORTICOID DEFICIENCY 2 (GCCD2),FAMILIAL GLUCOCORTICOID DEFICIENCY 2; FGD2 ; MRAP,0.0,0.0028,2.20,3.3,mmol/l,283,HMDB0003345
3958,4142,D-Glucose,GLUCOCORTICOID DEFICIENCY 2 (GCCD2),FAMILIAL GLUCOCORTICOID DEFICIENCY 2; FGD2 ; MRAP,0.0,0.0028,2.80,5.0,mmol/l,46,HMDB0003345
3959,4143,D-Glucose,GLUCOCORTICOID DEFICIENCY 2 (GCCD2),FAMILIAL GLUCOCORTICOID DEFICIENCY 2; FGD2 ; MRAP,,,2.70,4.5,mmol/l,1134,HMDB0003345
3960,4144,D-Glucose,GLUCOCORTICOID DEFICIENCY 2 (GCCD2),FAMILIAL GLUCOCORTICOID DEFICIENCY 2; FGD2 ; MRAP,,,3.00,4.3,mmol/l,1135,HMDB0003345
3961,4145,D-Glucose,GLUCOCORTICOID DEFICIENCY 2 (GCCD2),FAMILIAL GLUCOCORTICOID DEFICIENCY 2; FGD2 ; MRAP,1.0,13.0,2.60,5.5,mmol/l,490,HMDB0003345
3962,4146,D-Glucose,GLUCOCORTICOID DEFICIENCY 2 (GCCD2),FAMILIAL GLUCOCORTICOID DEFICIENCY 2; FGD2 ; MRAP,0.0,0.0028,2.60,5.5,mmol/l,333,HMDB0003345
3963,4147,D-Glucose,GLUCOCORTICOID DEFICIENCY 2 (GCCD2),FAMILIAL GLUCOCORTICOID DEFICIENCY 2; FGD2 ; MRAP,0.0,2.0,2.60,5.5,mmol/l,334,HMDB0003345
3966,4150,D-Glucose,GLUCOCORTICOID DEFICIENCY 3 (GCCD3),FAMILIAL GLUCOCORTICOID DEFICIENCY 3; FGD3,13.0,18.0,2.60,5.5,mmol/l,47,HMDB0003345
3967,4151,D-Glucose,GLUCOCORTICOID DEFICIENCY 3 (GCCD3),FAMILIAL GLUCOCORTICOID DEFICIENCY 3; FGD3,18.0,64.0,2.60,5.5,mmol/l,281,HMDB0003345
3968,4152,D-Glucose,GLUCOCORTICOID DEFICIENCY 3 (GCCD3),FAMILIAL GLUCOCORTICOID DEFICIENCY 3; FGD3,1.0,13.0,3.30,5.5,mmol/l,282,HMDB0003345
3969,4153,D-Glucose,GLUCOCORTICOID DEFICIENCY 3 (GCCD3),FAMILIAL GLUCOCORTICOID DEFICIENCY 3; FGD3,0.0,0.0907,1.10,3.3,mmol/l,280,HMDB0003345
3970,4154,D-Glucose,GLUCOCORTICOID DEFICIENCY 3 (GCCD3),FAMILIAL GLUCOCORTICOID DEFICIENCY 3; FGD3,0.0,0.0028,2.20,3.3,mmol/l,283,HMDB0003345
3971,4155,D-Glucose,GLUCOCORTICOID DEFICIENCY 3 (GCCD3),FAMILIAL GLUCOCORTICOID DEFICIENCY 3; FGD3,0.0,0.0028,2.80,5.0,mmol/l,46,HMDB0003345
3972,4156,D-Glucose,GLUCOCORTICOID DEFICIENCY 3 (GCCD3),FAMILIAL GLUCOCORTICOID DEFICIENCY 3; FGD3,,,2.70,4.5,mmol/l,1134,HMDB0003345
3973,4157,D-Glucose,GLUCOCORTICOID DEFICIENCY 3 (GCCD3),FAMILIAL GLUCOCORTICOID DEFICIENCY 3; FGD3,,,3.00,4.3,mmol/l,1135,HMDB0003345
3974,4158,D-Glucose,GLUCOCORTICOID DEFICIENCY 3 (GCCD3),FAMILIAL GLUCOCORTICOID DEFICIENCY 3; FGD3,1.0,13.0,2.60,5.5,mmol/l,490,HMDB0003345
3975,4159,D-Glucose,GLUCOCORTICOID DEFICIENCY 3 (GCCD3),FAMILIAL GLUCOCORTICOID DEFICIENCY 3; FGD3,0.0,0.0028,2.60,5.5,mmol/l,333,HMDB0003345
3976,4160,D-Glucose,GLUCOCORTICOID DEFICIENCY 3 (GCCD3),FAMILIAL GLUCOCORTICOID DEFICIENCY 3; FGD3,0.0,2.0,2.60,5.5,mmol/l,334,HMDB0003345
3979,4163,Aldosterone,GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY (GCCD4),,0.0,0.02,5.00,60.0,ng/dl,798,HMDB0000037
3980,4164,Aldosterone,GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY (GCCD4),,0.0,2.0,1.00,160.0,ng/dl,799,HMDB0000037
3981,4165,D-Glucose,GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY (GCCD4),,13.0,18.0,2.60,5.5,mmol/l,47,HMDB0003345
3982,4166,D-Glucose,GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY (GCCD4),,18.0,64.0,2.60,5.5,mmol/l,281,HMDB0003345
3983,4167,D-Glucose,GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY (GCCD4),,1.0,13.0,3.30,5.5,mmol/l,282,HMDB0003345
3984,4168,D-Glucose,GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY (GCCD4),,0.0,0.0907,1.10,3.3,mmol/l,280,HMDB0003345
3985,4169,D-Glucose,GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY (GCCD4),,0.0,0.0028,2.20,3.3,mmol/l,283,HMDB0003345
